"lead_id","region","industry","rfm_score","preferences_json","last_updated_at"
"L0004750","MEA","SaaS","0.607","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web""], ""interests"": [""pricing"", ""security""]}","2025-08-12T08:49:22"
"L0004752","LATAM","EdTech","0.781","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads"", ""Call""], ""interests"": [""integration"", ""roi""]}","2025-06-19T08:55:42"
"L0004753","EU","HealthTech","0.222","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""SMS"", ""Email""], ""interests"": [""case_studies""]}","2025-07-19T22:23:26"
"L0004756","MEA","EdTech","0.861","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web"", ""Social""], ""interests"": [""security""]}","2025-08-20T09:36:29"
"L0004757","MEA","HealthTech","0.352","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web"", ""Call""], ""interests"": [""security"", ""pricing""]}","2025-07-07T03:07:29"
"L0004758","LATAM","FinTech","0.819","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web""], ""interests"": [""roi"", ""pricing""]}","2025-07-19T12:16:00"
"L0004759","India","HealthTech","0.69","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Call""], ""interests"": [""security"", ""pricing""]}","2025-08-25T15:29:07"
"L0004760","US","Retail","0.211","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads""], ""interests"": [""roi""]}","2025-07-19T20:28:14"
"L0004761","EU","Manufacturing","0.887","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Social""], ""interests"": [""roi"", ""case_studies"", ""integration""]}","2025-08-06T01:33:16"
"L0004763","APAC","SaaS","0.461","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Call""], ""interests"": [""integration""]}","2025-08-26T15:52:42"
"L0004765","LATAM","FinTech","0.577","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web""], ""interests"": [""case_studies"", ""security"", ""pricing""]}","2025-08-02T16:36:30"
"L0004767","EU","SaaS","0.128","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads""], ""interests"": [""pricing"", ""roi"", ""roadmap""]}","2025-08-02T16:16:39"
"L0004769","LATAM","FinTech","0.514","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads""], ""interests"": [""security""]}","2025-06-03T07:19:03"
"L0004771","APAC","Manufacturing","0.001","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""SMS"", ""Ads""], ""interests"": [""roi"", ""case_studies""]}","2025-08-27T09:43:40"
"L0004774","APAC","FinTech","0.468","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web"", ""Social""], ""interests"": [""security""]}","2025-08-27T15:32:17"
"L0004775","US","Manufacturing","0.839","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Call""], ""interests"": [""integration""]}","2025-07-18T15:09:34"
"L0004779","APAC","FinTech","0.364","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads""], ""interests"": [""roi""]}","2025-07-17T05:40:43"
"L0004781","India","FinTech","0.43","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call"", ""Web""], ""interests"": [""case_studies"", ""integration"", ""security""]}","2025-08-23T17:25:11"
"L0004786","US","E‑commerce","0.483","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Call""], ""interests"": [""security"", ""case_studies"", ""roi""]}","2025-08-22T16:24:54"
"L0004787","APAC","E‑commerce","0.32","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web""], ""interests"": [""roadmap""]}","2025-07-24T04:12:23"
"L0004789","EU","SaaS","0.93","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social""], ""interests"": [""roi"", ""roadmap"", ""case_studies""]}","2025-07-26T21:43:20"
"L0004793","EU","EdTech","0.29","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""SMS"", ""Web""], ""interests"": [""integration""]}","2025-06-19T13:49:33"
"L0004795","APAC","FinTech","0.6","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""SMS""], ""interests"": [""integration"", ""case_studies"", ""roadmap""]}","2025-07-27T07:14:17"
"L0004797","India","E‑commerce","0.717","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads"", ""Call""], ""interests"": [""security"", ""pricing"", ""roi""]}","2025-07-21T16:30:04"
"L0004798","LATAM","Retail","0.711","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social""], ""interests"": [""integration""]}","2025-08-16T08:34:32"
"L0004799","India","HealthTech","0.621","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""SMS""], ""interests"": [""security""]}","2025-08-14T03:34:05"
"L0004801","EU","HealthTech","0.034","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Social"", ""Web""], ""interests"": [""case_studies"", ""roadmap""]}","2025-08-16T23:13:20"
"L0004802","US","Retail","0.41","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web"", ""Social""], ""interests"": [""pricing""]}","2025-08-24T13:04:47"
"L0004804","US","FinTech","0.391","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Social""], ""interests"": [""security"", ""roi""]}","2025-08-16T01:09:51"
"L0004806","LATAM","Retail","0.801","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email""], ""interests"": [""case_studies"", ""security"", ""pricing""]}","2025-07-06T00:00:27"
"L0004808","EU","FinTech","0.993","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web"", ""Call""], ""interests"": [""roadmap""]}","2025-08-02T22:01:06"
"L0004809","US","Media","0.583","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social""], ""interests"": [""security""]}","2025-06-16T01:02:37"
"L0004810","MEA","Manufacturing","0.794","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social"", ""Web""], ""interests"": [""security""]}","2025-06-15T11:29:39"
"L0004811","MEA","HealthTech","0.004","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web""], ""interests"": [""roadmap"", ""case_studies"", ""integration""]}","2025-08-23T18:58:52"
"L0004812","US","EdTech","0.641","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads""], ""interests"": [""pricing"", ""integration""]}","2025-06-14T06:33:13"
"L0004814","APAC","Manufacturing","0.636","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Call"", ""Web""], ""interests"": [""case_studies""]}","2025-08-26T15:35:06"
"L0004815","India","Retail","0.405","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social""], ""interests"": [""roadmap"", ""integration"", ""pricing""]}","2025-08-06T23:28:25"
"L0004816","US","Media","0.322","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web"", ""Social""], ""interests"": [""integration""]}","2025-08-01T11:05:52"
"L0004817","US","E‑commerce","0.07","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call"", ""SMS""], ""interests"": [""pricing"", ""security""]}","2025-07-07T09:16:33"
"L0004818","LATAM","FinTech","0.802","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email""], ""interests"": [""integration""]}","2025-07-27T10:53:26"
"L0004820","APAC","E‑commerce","0.448","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email"", ""Web""], ""interests"": [""roadmap""]}","2025-08-12T12:32:29"
"L0004821","MEA","SaaS","0.297","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email""], ""interests"": [""roadmap""]}","2025-08-09T10:55:27"
"L0004823","EU","FinTech","0.828","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Social"", ""Ads""], ""interests"": [""roadmap""]}","2025-08-26T15:03:01"
"L0004825","APAC","HealthTech","0.232","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social"", ""Ads""], ""interests"": [""pricing"", ""integration"", ""roadmap""]}","2025-08-18T18:10:36"
"L0004829","LATAM","SaaS","0.167","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Call""], ""interests"": [""security"", ""roi""]}","2025-08-21T04:07:51"
"L0004830","India","Media","0.183","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Call""], ""interests"": [""security"", ""integration"", ""pricing""]}","2025-07-23T00:59:30"
"L0004831","LATAM","Media","0.853","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads"", ""Web""], ""interests"": [""security"", ""roadmap""]}","2025-08-28T20:20:04"
"L0004833","India","FinTech","0.086","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call"", ""SMS""], ""interests"": [""pricing"", ""case_studies""]}","2025-08-01T21:57:16"
"L0004837","India","Retail","0.538","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads""], ""interests"": [""security"", ""pricing""]}","2025-08-27T01:27:51"
"L0004839","EU","EdTech","0.289","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web"", ""Ads""], ""interests"": [""roadmap""]}","2025-07-31T18:12:32"
"L0004840","MEA","E‑commerce","0.313","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email""], ""interests"": [""roadmap"", ""roi"", ""security""]}","2025-07-23T21:01:37"
"L0004841","MEA","Retail","0.81","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email"", ""Social""], ""interests"": [""case_studies"", ""security"", ""roi""]}","2025-08-16T09:24:40"
"L0004842","LATAM","HealthTech","0.087","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Email""], ""interests"": [""security"", ""integration"", ""pricing""]}","2025-07-28T03:31:06"
"L0004844","MEA","Media","0.218","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads"", ""SMS""], ""interests"": [""security"", ""roadmap""]}","2025-07-07T05:28:53"
"L0004846","US","Retail","0.578","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web"", ""Ads""], ""interests"": [""roadmap""]}","2025-07-17T21:27:01"
"L0004847","APAC","Manufacturing","0.246","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Social"", ""SMS""], ""interests"": [""pricing"", ""security"", ""roadmap""]}","2025-08-03T13:44:17"
"L0004848","US","Media","0.377","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Call""], ""interests"": [""roi"", ""case_studies""]}","2025-08-14T06:40:10"
"L0004849","APAC","SaaS","0.953","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Email"", ""Web""], ""interests"": [""roi"", ""roadmap"", ""integration""]}","2025-07-19T08:52:58"
"L0004850","LATAM","Manufacturing","0.096","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email"", ""SMS""], ""interests"": [""case_studies"", ""roadmap"", ""integration""]}","2025-08-08T22:49:22"
"L0004852","APAC","SaaS","0.78","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email"", ""SMS""], ""interests"": [""case_studies"", ""roadmap"", ""security""]}","2025-07-08T17:19:37"
"L0004854","India","Media","0.629","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call"", ""Web""], ""interests"": [""roadmap"", ""security""]}","2025-06-17T19:17:33"
"L0004855","EU","Manufacturing","0.034","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web"", ""Email""], ""interests"": [""security""]}","2025-08-25T14:17:20"
"L0004856","EU","EdTech","0.559","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web"", ""Social""], ""interests"": [""pricing"", ""roadmap"", ""case_studies""]}","2025-08-21T15:30:51"
"L0004857","APAC","FinTech","0.032","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads""], ""interests"": [""integration"", ""security"", ""case_studies""]}","2025-08-25T13:32:18"
"L0004860","EU","FinTech","0.013","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Email"", ""Web""], ""interests"": [""roadmap"", ""integration"", ""case_studies""]}","2025-08-03T19:43:33"
"L0004863","India","EdTech","0.67","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Social"", ""Web""], ""interests"": [""security"", ""roadmap""]}","2025-08-18T05:47:37"
"L0004864","India","HealthTech","0.938","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email"", ""Call""], ""interests"": [""security"", ""roi""]}","2025-07-24T17:31:09"
"L0004866","EU","Media","0.538","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads""], ""interests"": [""roi""]}","2025-08-24T01:29:57"
"L0004868","APAC","EdTech","0.794","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Call""], ""interests"": [""case_studies"", ""pricing"", ""roi""]}","2025-06-22T04:50:33"
"L0004870","MEA","Retail","0.097","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call""], ""interests"": [""roadmap""]}","2025-08-27T05:25:04"
"L0004871","India","Retail","0.132","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social"", ""Email""], ""interests"": [""security"", ""case_studies""]}","2025-08-20T16:14:49"
"L0004873","EU","Manufacturing","0.995","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email"", ""Ads""], ""interests"": [""roi""]}","2025-08-27T12:23:30"
"L0004874","LATAM","EdTech","0.257","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Call"", ""SMS""], ""interests"": [""roi""]}","2025-08-06T03:18:37"
"L0004876","APAC","SaaS","0.317","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social"", ""Email""], ""interests"": [""security"", ""integration""]}","2025-07-09T19:54:13"
"L0004880","EU","EdTech","0.933","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call"", ""Ads""], ""interests"": [""case_studies"", ""roadmap""]}","2025-08-17T17:09:06"
"L0004884","APAC","EdTech","0.481","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web"", ""Call""], ""interests"": [""integration"", ""roadmap""]}","2025-08-27T04:25:14"
"L0004885","EU","FinTech","0.82","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""SMS"", ""Social""], ""interests"": [""security"", ""roadmap""]}","2025-06-30T18:32:37"
"L0004887","LATAM","Retail","0.243","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web"", ""Ads""], ""interests"": [""security"", ""roadmap""]}","2025-07-31T19:38:14"
"L0004888","India","Retail","0.269","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Call""], ""interests"": [""case_studies"", ""roadmap""]}","2025-07-24T18:21:11"
"L0004889","APAC","Retail","0.081","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call""], ""interests"": [""integration"", ""case_studies"", ""roadmap""]}","2025-07-04T05:44:01"
"L0004890","MEA","SaaS","0.241","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Call""], ""interests"": [""integration"", ""roi""]}","2025-08-05T01:32:26"
"L0004892","EU","SaaS","0.81","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Call""], ""interests"": [""roi"", ""integration"", ""roadmap""]}","2025-06-08T10:48:27"
"L0004895","US","EdTech","0.518","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social""], ""interests"": [""roi"", ""roadmap"", ""integration""]}","2025-06-08T03:26:25"
"L0004897","APAC","E‑commerce","0.741","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""SMS""], ""interests"": [""pricing"", ""roadmap"", ""case_studies""]}","2025-07-22T16:24:53"
"L0004898","US","FinTech","0.747","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads""], ""interests"": [""roi"", ""integration""]}","2025-08-20T06:30:03"
"L0004900","MEA","EdTech","0.178","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Email""], ""interests"": [""security"", ""roi"", ""case_studies""]}","2025-08-10T02:36:01"
"L0004902","MEA","EdTech","0.117","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web""], ""interests"": [""integration"", ""pricing""]}","2025-08-16T03:56:19"
"L0004903","US","FinTech","0.046","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web"", ""SMS""], ""interests"": [""roi""]}","2025-07-29T04:16:25"
"L0004904","EU","Media","0.196","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads""], ""interests"": [""integration"", ""pricing""]}","2025-08-25T08:14:50"
"L0004907","LATAM","FinTech","0.772","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Call""], ""interests"": [""roadmap"", ""pricing""]}","2025-08-03T21:56:53"
"L0004908","MEA","Retail","0.576","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""SMS"", ""Email""], ""interests"": [""pricing""]}","2025-08-22T05:20:06"
"L0004909","India","Retail","0.803","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Social""], ""interests"": [""pricing"", ""security""]}","2025-08-17T18:35:19"
"L0004911","EU","E‑commerce","0.914","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email""], ""interests"": [""roi"", ""roadmap""]}","2025-06-06T13:30:36"
"L0004912","EU","Retail","0.481","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web""], ""interests"": [""integration""]}","2025-07-23T09:35:36"
"L0004913","EU","SaaS","0.507","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email"", ""SMS""], ""interests"": [""case_studies"", ""roi""]}","2025-08-11T09:10:34"
