"resource_uri","timestamp","scope","operation","success","actor"
"db://leads","2025-06-14T06:46:11","search","INSERT","True","MCP-Server"
"db://interactions","2025-06-11T23:41:03","write","UPDATE","True","Agent-Client"
"db://interactions","2025-05-19T20:37:54","search","INSERT","True","Optimizer-Worker"
"db://campaigns","2025-06-11T20:24:05","search","UPDATE","True","MCP-Server"
"kg://graph","2025-05-19T15:58:07","read","QUERY","True","Optimizer-Worker"
"analytics://events","2025-06-09T21:18:11","search","UPDATE","False","Optimizer-Worker"
"cache://memory","2025-08-10T06:22:49","consolidate","INSERT","True","MCP-Server"
"db://leads","2025-06-22T18:53:02","consolidate","INSERT","True","MCP-Server"
"db://campaigns","2025-08-09T15:34:16","consolidate","QUERY","True","MCP-Server"
"db://campaigns","2025-08-13T20:44:23","write","QUERY","True","Optimizer-Worker"
"db://interactions","2025-08-12T05:16:43","read","INSERT","True","Agent-Client"
"db://leads","2025-06-18T11:31:35","consolidate","INSERT","True","Optimizer-Worker"
"db://interactions","2025-05-17T03:58:18","read","UPDATE","True","Agent-Client"
"kg://graph","2025-07-13T23:51:21","write","QUERY","True","MCP-Server"
"db://leads","2025-07-02T17:35:26","search","MERGE","True","MCP-Server"
"cache://memory","2025-07-29T00:43:21","read","UPDATE","True","Optimizer-Worker"
"db://leads","2025-05-25T23:23:19","read","QUERY","True","Optimizer-Worker"
"db://interactions","2025-05-02T04:27:55","read","QUERY","True","MCP-Server"
"db://leads","2025-06-27T01:41:29","search","UPDATE","True","Agent-Client"
"db://leads","2025-08-24T09:13:54","consolidate","MERGE","True","Optimizer-Worker"
"db://campaigns","2025-05-11T10:18:15","consolidate","MERGE","True","Optimizer-Worker"
"db://interactions","2025-05-01T07:39:36","search","INSERT","True","Optimizer-Worker"
"kg://graph","2025-08-18T15:11:55","consolidate","QUERY","False","Agent-Client"
"db://interactions","2025-06-20T17:52:34","consolidate","UPSERT","True","Agent-Client"
"cache://memory","2025-06-28T13:42:39","consolidate","INSERT","True","Optimizer-Worker"
"kg://graph","2025-08-06T22:24:56","consolidate","UPDATE","True","Agent-Client"
"db://campaigns","2025-06-16T06:56:55","write","MERGE","True","Agent-Client"
"db://leads","2025-05-25T08:23:28","write","INSERT","True","Agent-Client"
"analytics://events","2025-05-17T09:29:29","search","INSERT","True","MCP-Server"
"db://interactions","2025-05-06T15:34:24","read","INSERT","True","MCP-Server"
"db://campaigns","2025-07-16T08:32:55","write","UPSERT","True","Agent-Client"
"db://campaigns","2025-06-19T22:49:29","read","MERGE","True","Agent-Client"
"kg://graph","2025-07-27T15:13:12","consolidate","INSERT","True","Agent-Client"
"db://leads","2025-06-01T06:08:59","search","UPSERT","True","Agent-Client"
"kg://graph","2025-05-09T03:59:59","read","MERGE","False","Optimizer-Worker"
"analytics://events","2025-06-09T19:47:39","consolidate","UPSERT","True","MCP-Server"
"db://interactions","2025-05-04T03:54:47","write","UPSERT","True","Optimizer-Worker"
"kg://graph","2025-07-30T19:15:02","read","MERGE","False","MCP-Server"
"db://campaigns","2025-07-28T23:40:03","write","MERGE","False","Optimizer-Worker"
"db://campaigns","2025-07-05T20:59:47","consolidate","UPSERT","True","Optimizer-Worker"
"db://campaigns","2025-06-18T21:25:01","consolidate","UPSERT","True","Agent-Client"
"db://interactions","2025-08-18T04:56:48","write","MERGE","False","Optimizer-Worker"
"kg://graph","2025-08-05T01:16:40","read","UPSERT","True","Agent-Client"
"cache://memory","2025-06-01T12:23:27","read","UPDATE","True","Agent-Client"
"db://campaigns","2025-06-15T21:07:13","write","INSERT","True","MCP-Server"
"cache://memory","2025-07-24T14:15:30","search","MERGE","False","Optimizer-Worker"
"kg://graph","2025-07-01T02:45:41","search","INSERT","True","Optimizer-Worker"
"db://leads","2025-08-24T00:42:31","write","UPDATE","True","Optimizer-Worker"
"cache://memory","2025-06-02T14:58:43","search","QUERY","True","Agent-Client"
"db://campaigns","2025-05-03T11:04:44","search","UPDATE","True","MCP-Server"
"kg://graph","2025-06-16T05:36:13","write","UPSERT","True","Agent-Client"
"cache://memory","2025-08-20T18:03:44","write","UPDATE","True","MCP-Server"
"db://leads","2025-07-12T01:52:36","search","MERGE","True","Agent-Client"
"analytics://events","2025-05-05T04:26:38","search","UPSERT","True","Optimizer-Worker"
"db://interactions","2025-08-14T07:20:03","write","QUERY","True","MCP-Server"
"analytics://events","2025-05-25T01:06:29","read","QUERY","True","Optimizer-Worker"
"db://interactions","2025-05-31T22:01:28","write","UPSERT","True","MCP-Server"
"db://interactions","2025-07-23T08:55:48","read","QUERY","True","Optimizer-Worker"
"kg://graph","2025-05-10T12:45:59","write","MERGE","True","Agent-Client"
"db://campaigns","2025-08-22T02:57:20","read","MERGE","True","MCP-Server"
"db://leads","2025-05-30T21:08:01","search","QUERY","True","MCP-Server"
"kg://graph","2025-05-26T09:34:09","write","QUERY","True","MCP-Server"
"db://interactions","2025-08-07T07:53:45","consolidate","UPSERT","True","MCP-Server"
"db://interactions","2025-07-22T08:50:38","read","QUERY","True","Optimizer-Worker"
"kg://graph","2025-05-07T22:08:56","read","UPDATE","True","Optimizer-Worker"
"kg://graph","2025-08-25T03:32:09","search","MERGE","False","Agent-Client"
"db://interactions","2025-05-22T12:33:49","search","MERGE","True","MCP-Server"
"cache://memory","2025-08-18T00:10:29","search","UPSERT","False","Optimizer-Worker"
"db://campaigns","2025-08-07T23:28:50","write","MERGE","True","Optimizer-Worker"
"kg://graph","2025-07-01T07:54:01","search","QUERY","True","Agent-Client"
"cache://memory","2025-06-23T15:20:27","search","QUERY","True","Optimizer-Worker"
"kg://graph","2025-06-11T12:59:36","consolidate","INSERT","True","MCP-Server"
"db://leads","2025-07-08T18:51:22","write","INSERT","True","Optimizer-Worker"
"db://leads","2025-07-09T19:40:04","consolidate","UPDATE","True","Agent-Client"
"cache://memory","2025-05-29T19:12:57","search","MERGE","True","Agent-Client"
"db://interactions","2025-07-15T22:26:22","read","MERGE","True","Optimizer-Worker"
"kg://graph","2025-06-11T15:50:41","search","MERGE","False","Agent-Client"
"analytics://events","2025-08-09T01:22:10","write","UPDATE","True","Optimizer-Worker"
"db://campaigns","2025-08-23T04:06:45","search","UPSERT","False","MCP-Server"
"db://campaigns","2025-08-28T04:13:09","search","QUERY","True","Agent-Client"
"analytics://events","2025-07-12T09:48:09","consolidate","INSERT","True","MCP-Server"
"db://leads","2025-06-19T11:08:31","read","QUERY","True","Agent-Client"
"cache://memory","2025-08-15T18:17:42","search","UPDATE","False","Optimizer-Worker"
"db://interactions","2025-08-28T17:23:11","search","UPDATE","True","Agent-Client"
"kg://graph","2025-06-27T18:26:46","consolidate","INSERT","True","MCP-Server"
"db://campaigns","2025-05-21T13:27:28","search","UPSERT","True","Optimizer-Worker"
"db://leads","2025-07-05T12:04:55","search","QUERY","True","Optimizer-Worker"
"db://interactions","2025-07-21T17:03:08","search","INSERT","True","MCP-Server"
"cache://memory","2025-06-15T11:56:02","read","UPDATE","True","MCP-Server"
"db://leads","2025-08-16T06:52:09","search","UPSERT","True","Agent-Client"
"db://campaigns","2025-07-23T08:14:56","consolidate","SELECT","True","Agent-Client"
"analytics://events","2025-07-26T22:47:17","consolidate","INSERT","True","Optimizer-Worker"
"db://campaigns","2025-07-13T22:11:59","write","MERGE","False","Optimizer-Worker"
"db://leads","2025-05-14T08:15:05","write","SELECT","True","Optimizer-Worker"
"kg://graph","2025-08-24T05:39:53","write","QUERY","False","Agent-Client"
"analytics://events","2025-08-23T21:48:58","write","UPDATE","False","MCP-Server"
"db://campaigns","2025-05-02T11:52:24","read","UPDATE","False","MCP-Server"
"db://campaigns","2025-07-18T18:33:57","consolidate","QUERY","False","MCP-Server"
"db://interactions","2025-08-17T16:09:06","read","SELECT","False","MCP-Server"
"cache://memory","2025-06-21T08:05:44","read","UPSERT","True","MCP-Server"
"kg://graph","2025-07-12T13:34:45","write","MERGE","True","Optimizer-Worker"
"db://interactions","2025-05-29T20:37:55","search","SELECT","False","Optimizer-Worker"
"analytics://events","2025-05-25T19:27:09","read","QUERY","True","MCP-Server"
"db://leads","2025-05-04T01:47:36","read","MERGE","False","Agent-Client"
"db://leads","2025-08-04T21:15:16","write","QUERY","True","Agent-Client"
"db://interactions","2025-06-01T13:25:37","consolidate","SELECT","True","Optimizer-Worker"
"kg://graph","2025-08-07T06:53:30","write","MERGE","True","Optimizer-Worker"
"db://leads","2025-07-31T04:51:52","consolidate","UPDATE","False","MCP-Server"
"kg://graph","2025-05-02T22:39:36","search","MERGE","False","Optimizer-Worker"
"kg://graph","2025-06-18T21:59:14","search","INSERT","False","MCP-Server"
"db://leads","2025-05-03T16:49:43","search","QUERY","False","Agent-Client"
"analytics://events","2025-06-08T03:22:35","write","UPDATE","True","MCP-Server"
"analytics://events","2025-05-23T05:02:53","search","SELECT","False","Agent-Client"
"cache://memory","2025-08-02T23:11:54","write","UPSERT","True","Agent-Client"
"cache://memory","2025-05-16T21:52:01","read","INSERT","True","Optimizer-Worker"
"db://campaigns","2025-06-27T22:40:24","read","MERGE","True","Optimizer-Worker"
"kg://graph","2025-07-19T20:28:24","write","QUERY","True","MCP-Server"
"cache://memory","2025-07-02T13:26:54","search","QUERY","True","Optimizer-Worker"
"db://campaigns","2025-05-18T20:47:44","consolidate","UPSERT","True","MCP-Server"
"db://leads","2025-08-19T12:08:10","write","SELECT","False","Optimizer-Worker"
"kg://graph","2025-05-13T10:45:26","consolidate","SELECT","True","MCP-Server"
"db://leads","2025-05-24T03:32:33","search","MERGE","True","MCP-Server"
"analytics://events","2025-05-15T02:30:15","search","MERGE","True","Agent-Client"
"db://campaigns","2025-08-02T19:41:56","write","MERGE","True","Optimizer-Worker"
"db://interactions","2025-05-01T12:46:30","search","INSERT","True","Agent-Client"
"analytics://events","2025-05-31T23:12:57","read","QUERY","True","Agent-Client"
"analytics://events","2025-05-07T21:21:56","read","MERGE","True","Agent-Client"
"kg://graph","2025-08-18T20:06:47","write","QUERY","True","Agent-Client"
"kg://graph","2025-06-01T02:38:11","write","QUERY","False","MCP-Server"
"analytics://events","2025-08-08T06:12:12","read","UPDATE","True","MCP-Server"
"db://campaigns","2025-05-28T19:05:40","search","INSERT","True","Agent-Client"
"db://campaigns","2025-06-26T19:27:02","write","MERGE","True","Optimizer-Worker"
"db://campaigns","2025-08-15T17:52:44","consolidate","MERGE","False","MCP-Server"
"db://interactions","2025-05-07T17:35:18","read","MERGE","False","Optimizer-Worker"
"db://leads","2025-07-01T21:53:53","consolidate","INSERT","False","Agent-Client"
"db://campaigns","2025-06-12T15:59:51","search","UPSERT","True","Agent-Client"
"db://interactions","2025-06-25T19:33:16","write","UPSERT","True","Optimizer-Worker"
"kg://graph","2025-08-18T16:04:07","consolidate","SELECT","False","Agent-Client"
"kg://graph","2025-06-21T11:25:45","write","SELECT","True","Optimizer-Worker"
"db://campaigns","2025-08-28T07:57:06","search","QUERY","True","MCP-Server"
"db://campaigns","2025-05-01T01:47:44","write","UPDATE","True","Optimizer-Worker"
"db://campaigns","2025-07-24T01:02:38","write","MERGE","True","MCP-Server"
"db://campaigns","2025-08-04T09:47:46","read","UPDATE","True","MCP-Server"
"db://interactions","2025-07-05T06:15:16","write","UPDATE","True","Agent-Client"
"kg://graph","2025-07-30T08:23:09","consolidate","MERGE","True","Optimizer-Worker"
"db://interactions","2025-06-29T05:04:55","search","SELECT","True","Optimizer-Worker"
"kg://graph","2025-08-26T04:01:11","consolidate","SELECT","False","MCP-Server"
"db://leads","2025-08-14T05:18:44","write","UPDATE","False","MCP-Server"
"db://campaigns","2025-05-23T13:04:44","search","UPDATE","True","MCP-Server"
"db://leads","2025-05-12T07:59:55","consolidate","SELECT","True","Optimizer-Worker"
"db://interactions","2025-07-05T18:57:47","read","SELECT","False","MCP-Server"
"db://campaigns","2025-05-14T09:10:57","write","MERGE","True","Optimizer-Worker"
"analytics://events","2025-05-29T07:19:13","read","SELECT","True","MCP-Server"
"cache://memory","2025-07-23T17:04:10","consolidate","SELECT","True","Agent-Client"
"analytics://events","2025-05-20T20:37:08","search","INSERT","True","Agent-Client"
"kg://graph","2025-05-28T14:00:46","write","QUERY","True","Optimizer-Worker"
"db://interactions","2025-07-19T11:25:11","search","UPSERT","True","Agent-Client"
"db://leads","2025-07-03T06:42:01","write","INSERT","True","Optimizer-Worker"
"db://leads","2025-05-12T11:11:27","write","MERGE","True","Agent-Client"
"kg://graph","2025-07-12T21:10:49","read","UPSERT","True","Agent-Client"
"db://leads","2025-05-28T00:46:54","read","UPSERT","True","Agent-Client"
"analytics://events","2025-08-24T11:21:35","search","INSERT","False","MCP-Server"
"kg://graph","2025-07-19T06:59:56","read","MERGE","True","Agent-Client"
"db://campaigns","2025-06-02T18:04:17","consolidate","UPDATE","False","Optimizer-Worker"
"analytics://events","2025-05-21T13:19:57","search","INSERT","True","Agent-Client"
"analytics://events","2025-07-28T05:23:42","write","UPSERT","True","Optimizer-Worker"
"cache://memory","2025-06-20T00:00:39","search","MERGE","False","Optimizer-Worker"
"db://leads","2025-07-23T07:10:46","consolidate","UPDATE","True","MCP-Server"
"db://campaigns","2025-05-22T12:58:48","write","QUERY","True","MCP-Server"
"cache://memory","2025-07-19T19:09:52","write","MERGE","True","MCP-Server"
"kg://graph","2025-05-25T11:06:13","search","UPSERT","False","Agent-Client"
"db://leads","2025-06-18T20:27:06","write","SELECT","True","Optimizer-Worker"
"db://leads","2025-05-22T06:08:20","search","QUERY","True","Agent-Client"
"db://leads","2025-08-01T07:31:08","search","SELECT","True","Optimizer-Worker"
"kg://graph","2025-06-03T16:58:06","consolidate","UPSERT","True","Agent-Client"
"db://interactions","2025-07-12T08:15:29","consolidate","MERGE","False","MCP-Server"
"db://campaigns","2025-08-27T21:22:31","read","INSERT","True","Agent-Client"
"cache://memory","2025-07-31T13:46:11","consolidate","MERGE","True","Agent-Client"
"db://campaigns","2025-08-27T16:15:21","write","UPDATE","False","Agent-Client"
"kg://graph","2025-08-03T00:09:30","consolidate","SELECT","False","Agent-Client"
"db://campaigns","2025-06-17T20:50:32","read","INSERT","False","Agent-Client"
"analytics://events","2025-07-26T22:41:52","read","INSERT","True","Agent-Client"
"analytics://events","2025-06-03T03:51:48","consolidate","UPDATE","True","Agent-Client"
"cache://memory","2025-06-23T06:13:00","write","UPDATE","False","Optimizer-Worker"
"analytics://events","2025-05-11T03:12:17","read","SELECT","False","Optimizer-Worker"
"db://interactions","2025-07-08T15:45:25","write","MERGE","True","MCP-Server"
"analytics://events","2025-05-03T01:52:59","search","MERGE","False","Optimizer-Worker"
"db://campaigns","2025-07-12T07:41:14","search","SELECT","True","Agent-Client"
"db://interactions","2025-06-23T16:31:25","write","UPDATE","True","Optimizer-Worker"
"db://leads","2025-05-23T08:11:50","read","UPSERT","False","Agent-Client"
"db://campaigns","2025-05-28T11:27:57","consolidate","UPSERT","True","MCP-Server"
"db://leads","2025-08-15T16:06:06","read","INSERT","True","MCP-Server"
"cache://memory","2025-05-05T12:40:32","search","SELECT","True","Optimizer-Worker"
"db://leads","2025-08-01T00:19:37","consolidate","UPSERT","True","Agent-Client"
"analytics://events","2025-05-08T19:36:30","read","MERGE","True","MCP-Server"
"kg://graph","2025-05-27T14:56:06","read","UPDATE","True","Optimizer-Worker"
"analytics://events","2025-07-28T23:08:40","write","UPDATE","False","Optimizer-Worker"
"analytics://events","2025-07-25T12:30:09","consolidate","MERGE","False","Optimizer-Worker"
"db://interactions","2025-07-01T17:04:51","search","QUERY","True","Agent-Client"
"db://campaigns","2025-05-03T00:19:26","read","INSERT","True","Optimizer-Worker"
"db://interactions","2025-07-17T17:40:44","search","UPDATE","False","MCP-Server"
"kg://graph","2025-05-31T04:50:34","read","QUERY","True","MCP-Server"
"cache://memory","2025-06-27T20:00:58","read","MERGE","True","Optimizer-Worker"
"analytics://events","2025-06-22T17:54:04","read","SELECT","False","Agent-Client"
"db://interactions","2025-05-03T17:59:02","search","SELECT","False","Optimizer-Worker"
"db://leads","2025-06-20T18:50:21","write","SELECT","False","Optimizer-Worker"
"db://leads","2025-05-12T05:06:25","consolidate","SELECT","True","Agent-Client"
"cache://memory","2025-05-25T19:49:14","write","SELECT","True","MCP-Server"
