"action_id","timestamp","conversation_id","lead_id","action_type","source_agent","source_agent_type","dest_agent_type","handoff_context_json","escalation_reason"
"ACT0005932","2025-08-24T20:45:13","C0001081","L0001081","update_template","EN-012","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.72}","high_value"
"ACT0005933","2025-08-10T17:40:45","C0001081","L0001081","triage","OP-006","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.82}","none"
"ACT0005934","2025-08-14T02:42:56","C0000188","L0000188","consolidate_memory","OP-007","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.97}","high_value"
"ACT0005935","2025-08-20T12:44:58","C0000188","L0000188","resume_campaign","EN-013","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.91}","high_value"
"ACT0005936","2025-08-05T11:05:52","C0000188","L0000188","outreach","EN-002","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.86}","none"
"ACT0005937","2025-08-11T08:57:56","C0000188","L0000188","resume_campaign","LT-005","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.78}","complaint"
"ACT0005938","2025-08-13T06:20:04","C0002631","L0002632","consolidate_memory","EN-001","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.94}","complaint"
"ACT0005939","2025-07-23T22:05:59","C0002631","L0002632","triage","LT-009","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.89}","legal"
"ACT0005940","2025-06-17T17:17:15","C0002086","L0002086","update_template","EN-005","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.92}","complex_request"
"ACT0005941","2025-08-19T05:48:50","C0002086","L0002086","pause_campaign","LT-008","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.89}","complaint"
"ACT0005942","2025-07-09T14:34:29","C0002250","L0002251","optimize","EN-017","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.95}","high_value"
"ACT0005943","2025-07-15T08:44:22","C0002250","L0002251","outreach","OP-006","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.93}","legal"
"ACT0005944","2025-07-13T09:33:07","C0002250","L0002251","triage","OP-001","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.92}","high_value"
"ACT0005945","2025-08-26T17:05:05","C0004890","L0004891","update_segment","EN-014","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.91}","high_value"
"ACT0005946","2025-08-23T08:41:50","C0004890","L0004891","outreach","OP-007","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.89}","complaint"
"ACT0005947","2025-07-15T19:11:28","C0004890","L0004891","update_template","LT-004","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.69}","high_value"
"ACT0005948","2025-07-29T06:49:06","C0004890","L0004891","outreach","EN-007","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.73}","complaint"
"ACT0005949","2025-08-12T01:03:25","C0002024","L0002024","optimize","EN-004","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.85}","high_value"
"ACT0005950","2025-08-09T10:19:15","C0002024","L0002024","triage","EN-008","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.6}","complex_request"
"ACT0005951","2025-08-21T20:47:18","C0002024","L0002024","outreach","LT-009","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.88}","complex_request"
"ACT0005952","2025-08-12T11:54:28","C0002024","L0002024","consolidate_memory","OP-002","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.7}","high_value"
"ACT0005953","2025-08-23T05:41:59","C0002679","L0002680","resume_campaign","LT-005","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.7}","complaint"
"ACT0005954","2025-08-20T00:10:02","C0002679","L0002680","consolidate_memory","EN-004","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.85}","complaint"
"ACT0005955","2025-08-07T01:08:40","C0002679","L0002680","handoff","LT-009","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.97}","complaint"
"ACT0005956","2025-08-26T03:36:09","C0004044","L0004045","optimize","OP-002","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.87}","none"
"ACT0005957","2025-08-25T05:06:13","C0004044","L0004045","handoff","EN-010","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.63}","high_value"
"ACT0005958","2025-08-25T05:28:20","C0004044","L0004045","escalate","OP-003","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.72}","high_value"
"ACT0005959","2025-08-23T07:35:34","C0004044","L0004045","update_segment","OP-001","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.92}","none"
"ACT0005960","2025-06-17T21:35:10","C0004480","L0004481","outreach","LT-009","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.89}","legal"
"ACT0005961","2025-08-16T07:50:41","C0000227","L0000227","optimize","OP-002","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.89}","high_value"
"ACT0005962","2025-08-14T14:21:07","C0000227","L0000227","update_segment","EN-020","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.68}","complaint"
"ACT0005963","2025-08-22T19:55:36","C0000227","L0000227","optimize","LT-010","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.76}","complaint"
"ACT0005964","2025-08-18T06:33:00","C0003960","L0003961","update_template","OP-006","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.64}","legal"
"ACT0005965","2025-05-26T18:02:50","C0003960","L0003961","outreach","LT-003","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.94}","legal"
"ACT0005966","2025-05-29T22:38:50","C0003960","L0003961","consolidate_memory","LT-005","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.95}","none"
"ACT0005967","2025-08-26T06:44:52","C0001930","L0001930","escalate","EN-019","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.95}","none"
"ACT0005968","2025-08-15T22:30:35","C0004657","L0004658","triage","EN-020","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.93}","none"
"ACT0005969","2025-08-02T18:23:49","C0004889","L0004890","escalate","OP-002","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.98}","none"
"ACT0005970","2025-06-30T22:56:13","C0004889","L0004890","outreach","EN-008","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.8}","none"
"ACT0005971","2025-08-12T04:08:04","C0004889","L0004890","consolidate_memory","LT-006","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.79}","complaint"
"ACT0005972","2025-07-17T22:45:27","C0004889","L0004890","update_segment","OP-004","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.63}","high_value"
"ACT0005973","2025-08-13T01:22:23","C0001405","L0001405","consolidate_memory","EN-008","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.73}","high_value"
"ACT0005974","2025-07-21T03:09:25","C0002180","L0002181","update_segment","LT-005","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.82}","complex_request"
"ACT0005975","2025-08-24T02:35:19","C0002180","L0002181","update_template","LT-008","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.64}","legal"
"ACT0005976","2025-07-24T10:38:45","C0002180","L0002181","triage","LT-007","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.65}","legal"
"ACT0005977","2025-08-11T04:01:47","C0002180","L0002181","update_template","EN-009","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.72}","none"
"ACT0005978","2025-07-24T02:52:28","C0000698","L0000698","optimize","LT-010","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.73}","high_value"
"ACT0005979","2025-07-06T06:40:26","C0000698","L0000698","handoff","EN-004","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.61}","complex_request"
"ACT0005980","2025-08-04T17:05:28","C0000698","L0000698","escalate","EN-006","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.89}","legal"
"ACT0005981","2025-07-18T02:55:37","C0001125","L0001125","outreach","EN-002","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.92}","none"
"ACT0005982","2025-08-04T06:35:39","C0001125","L0001125","update_segment","EN-002","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.91}","complaint"
"ACT0005983","2025-08-26T06:54:21","C0002998","L0002999","update_template","LT-002","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.63}","complex_request"
"ACT0005984","2025-08-28T13:31:32","C0002998","L0002999","resume_campaign","OP-001","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.7}","legal"
"ACT0005985","2025-07-25T11:25:17","C0002916","L0002917","consolidate_memory","OP-007","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.76}","complex_request"
"ACT0005986","2025-06-22T21:37:53","C0002916","L0002917","update_segment","LT-006","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.73}","legal"
"ACT0005987","2025-07-01T06:34:14","C0002916","L0002917","outreach","OP-003","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.72}","complex_request"
"ACT0005988","2025-07-06T09:15:21","C0002916","L0002917","update_segment","OP-006","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.78}","high_value"
"ACT0005989","2025-08-07T20:57:15","C0001779","L0001779","outreach","EN-007","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.62}","none"
"ACT0005990","2025-08-17T05:12:42","C0001779","L0001779","update_template","LT-008","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.79}","high_value"
"ACT0005991","2025-08-18T23:16:20","C0001779","L0001779","optimize","OP-007","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.65}","legal"
"ACT0005992","2025-08-25T22:53:45","C0003804","L0003805","update_segment","LT-007","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.65}","legal"
"ACT0005993","2025-07-31T03:46:05","C0001038","L0001038","resume_campaign","OP-005","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.82}","complaint"
"ACT0005994","2025-08-07T10:26:51","C0004175","L0004176","update_template","LT-005","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.74}","legal"
"ACT0005995","2025-06-13T16:17:13","C0004175","L0004176","handoff","EN-016","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.78}","high_value"
"ACT0005996","2025-07-01T06:18:02","C0004175","L0004176","triage","EN-003","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.82}","none"
"ACT0005997","2025-08-22T06:18:26","C0002257","L0002258","resume_campaign","OP-007","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.83}","complex_request"
"ACT0005998","2025-08-20T13:59:39","C0002257","L0002258","update_template","LT-009","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.71}","complex_request"
"ACT0005999","2025-07-19T22:28:12","C0002257","L0002258","update_segment","LT-001","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.73}","high_value"
"ACT0006000","2025-08-23T10:51:26","C0000314","L0000314","escalate","EN-007","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.99}","complex_request"
"ACT0006001","2025-08-17T09:22:45","C0000314","L0000314","triage","LT-001","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.67}","high_value"
"ACT0006002","2025-07-16T06:27:59","C0002282","L0002283","triage","LT-002","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.93}","legal"
"ACT0006003","2025-07-28T05:36:34","C0002282","L0002283","update_segment","LT-010","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.63}","high_value"
"ACT0006004","2025-07-27T17:29:19","C0002282","L0002283","consolidate_memory","EN-002","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.74}","complex_request"
"ACT0006005","2025-06-14T20:02:23","C0001417","L0001417","pause_campaign","LT-001","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.78}","complaint"
"ACT0006006","2025-06-26T09:49:42","C0001417","L0001417","outreach","EN-011","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.63}","legal"
"ACT0006007","2025-08-20T06:19:32","C0001037","L0001037","escalate","OP-001","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.68}","complaint"
"ACT0006008","2025-08-14T18:53:34","C0001037","L0001037","consolidate_memory","EN-013","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.75}","complex_request"
"ACT0006009","2025-08-28T02:47:07","C0001037","L0001037","consolidate_memory","OP-003","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.78}","complaint"
"ACT0006010","2025-07-11T12:47:13","C0002160","L0002161","optimize","OP-003","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.92}","complaint"
"ACT0006011","2025-07-17T22:50:32","C0002160","L0002161","outreach","OP-006","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.86}","high_value"
"ACT0006012","2025-08-11T18:37:29","C0002160","L0002161","resume_campaign","EN-012","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.69}","complaint"
"ACT0006013","2025-07-09T09:13:22","C0002160","L0002161","escalate","EN-011","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.86}","complex_request"
